0.000000000000000000e+00,2.829879999160766602e+00,2.304474592208862305e+00
1.000000000000000000e+00,2.803950071334838867e+00,3.148330450057983398e+00
2.000000000000000000e+00,2.906783819198608398e+00,7.432414293289184570e-01
3.000000000000000000e+00,2.017050981521606445e+00,2.784063577651977539e+00
4.000000000000000000e+00,2.468276739120483398e+00,1.516209721565246582e+00
5.000000000000000000e+00,2.206117868423461914e+00,8.144956827163696289e-01
6.000000000000000000e+00,2.186122417449951172e+00,3.495030164718627930e+00
7.000000000000000000e+00,1.985040307044982910e+00,1.742015123367309570e+00
8.000000000000000000e+00,1.933382749557495117e+00,1.501543760299682617e+00
9.000000000000000000e+00,2.034895658493041992e+00,2.202038764953613281e+00
1.000000000000000000e+01,1.800319194793701172e+00,6.877641677856445312e-01
1.100000000000000000e+01,1.474513530731201172e+00,7.480866909027099609e-01
1.200000000000000000e+01,1.630498290061950684e+00,2.055642604827880859e+00
1.300000000000000000e+01,1.554766297340393066e+00,1.120637655258178711e+00
1.400000000000000000e+01,1.456099987030029297e+00,7.055231332778930664e-01
1.500000000000000000e+01,1.415538430213928223e+00,1.735934734344482422e+00
1.600000000000000000e+01,1.253900527954101562e+00,9.151686429977416992e-01
1.700000000000000000e+01,1.252644181251525879e+00,9.666454792022705078e-01
1.800000000000000000e+01,1.119443297386169434e+00,1.291844606399536133e+00
1.900000000000000000e+01,1.116193652153015137e+00,1.465996503829956055e+00
2.000000000000000000e+01,1.110922336578369141e+00,9.524071216583251953e-01
2.100000000000000000e+01,1.056927800178527832e+00,1.131484150886535645e+00
2.200000000000000000e+01,1.055012464523315430e+00,1.357272028923034668e+00
2.300000000000000000e+01,9.348155260086059570e-01,8.675650954246520996e-01
2.400000000000000000e+01,9.363704323768615723e-01,8.503797650337219238e-01
2.500000000000000000e+01,9.079812169075012207e-01,9.759214520454406738e-01
2.600000000000000000e+01,8.998837471008300781e-01,8.022959232330322266e-01
2.700000000000000000e+01,8.103985786437988281e-01,7.660717368125915527e-01
2.800000000000000000e+01,8.407371044158935547e-01,6.693240404129028320e-01
2.900000000000000000e+01,8.049083352088928223e-01,7.702432274818420410e-01
3.000000000000000000e+01,8.245151042938232422e-01,6.732513904571533203e-01
3.100000000000000000e+01,7.978792786598205566e-01,6.845113039016723633e-01
3.200000000000000000e+01,7.846540212631225586e-01,8.903119564056396484e-01
3.300000000000000000e+01,7.773173451423645020e-01,9.192404747009277344e-01
3.400000000000000000e+01,7.643565535545349121e-01,7.372281551361083984e-01
3.500000000000000000e+01,7.548255920410156250e-01,7.339436411857604980e-01
3.600000000000000000e+01,7.447403669357299805e-01,7.328231930732727051e-01
3.700000000000000000e+01,7.363182306289672852e-01,7.629646658897399902e-01
3.800000000000000000e+01,7.447069287300109863e-01,6.662063002586364746e-01
3.900000000000000000e+01,7.204818725585937500e-01,9.941216111183166504e-01
4.000000000000000000e+01,7.255684137344360352e-01,7.649133205413818359e-01
4.100000000000000000e+01,7.087690830230712891e-01,7.374103665351867676e-01
4.200000000000000000e+01,7.048482298851013184e-01,6.650364995002746582e-01
4.300000000000000000e+01,7.026073932647705078e-01,7.457113862037658691e-01
4.400000000000000000e+01,7.082192897796630859e-01,6.606472730636596680e-01
4.500000000000000000e+01,6.968165040016174316e-01,6.636298298835754395e-01
4.600000000000000000e+01,6.906000375747680664e-01,6.626905798912048340e-01
4.700000000000000000e+01,6.951046586036682129e-01,7.825270891189575195e-01
4.800000000000000000e+01,6.856355667114257812e-01,7.315160632133483887e-01
4.900000000000000000e+01,6.874105930328369141e-01,7.269396185874938965e-01
