VIF,variable
941.3117316247525,vec_233
86.98926301134026,vec_234
163.16627477590373,vec_235
54.23452268296173,vec_236
110.28754900578845,vec_237
596.2213044089633,vec_238
90.62680400373722,vec_239
189.0929888028207,vec_240
70.94075737847304,vec_241
1431.4140242697374,vec_242
142.22023961279962,vec_243
4012.281825498905,vec_244
173.58410334301684,vec_245
157.77981679845527,vec_246
128.9022839618337,vec_247
273.8842615423561,vec_248
91.25034209705639,vec_249
267.9921580927999,vec_250
356.37252418993126,vec_251
185.9652879117353,vec_252
243.31199246886806,vec_253
1504.0667331094178,vec_254
266.23675347562215,vec_255
188.37831839894105,vec_256
308.95822625875167,vec_257
82.23054393555806,vec_258
101.76141333982162,vec_259
64.75341111983448,vec_260
777.7801708566903,vec_261
61.97514821039827,vec_262
72.02072548394287,vec_263
92.75346129065721,vec_264
60.16561950464024,vec_265
215.347845268621,vec_266
112.70665794300231,vec_267
242.34760374084738,vec_268
277.2751919799801,vec_269
89.67481015826581,vec_270
108.8624962592571,vec_271
811.999220510782,vec_272
90.43012637975754,vec_273
134.83469677605592,vec_274
56.69718612858539,vec_275
35521.505300168006,vec_276
38.82924878626592,vec_277
3011.2563669856722,vec_278
66.1794040557559,vec_279
456.3618533083143,vec_280
79.10928855107286,vec_281
101.22452211106656,vec_282
110.66350075769577,vec_283
101.5627189777078,vec_284
235.78051979949583,vec_285
246.84444058474193,vec_286
317.68199780728844,vec_287
194.4795152219162,vec_288
146.87314670385732,vec_289
38.396149635876846,vec_290
781.4637506628637,vec_291
145.1690825750557,vec_292
34.87432300106671,vec_293
189.67763212294824,vec_294
614.4137259619348,vec_295
44.71683623125125,vec_296
327.02501526684324,vec_297
119.52227956821511,vec_298
294.4175256907993,vec_299
